1.0	[title26][sentence]
1.1	Why would you want to do a wretched thing
1.2	like that?
2.0	[title32][sentence]
2.1	Great.  Just great.  Now you're trying to talk to
2.2	inanimate objects.  Pretty soon you'll be 
2.3	GIVEing the DOOR to the CEILING and trying
2.4	to CLOSE the CHAIR.
2.5	A free hint:  Try talking to something that at least
2.6	stands a chance of talking back.
3.0	[title32][sentence]
3.1	Dammit!  Now how did I just KNOW you'd go and
3.2	try to do something stupid like that.  Stop it,
3.3	already!
4.0	[title32][sentence]
4.1	You take a moment to look through your
4.2	possessions.  Suddenly you realize that
4.3	the [noun1] [noun1:is:are] not among them.  How could
4.4	you have forgotten to bring [noun1:it:them], you fool?
4.5	If you don't HAVE the [noun1], you can
4.6	hardly throw [noun1:it:them] at the [noun2], can you?
5.0	[title32][sentence]
5.1	You take a moment to look through your
5.2	possessions.  Suddenly you realize that
5.3	the [noun1] [noun1:is:are] not among them.  How could
5.4	you have forgotten to bring [noun1:it:them], you fool?
5.5	If you don't HAVE the [noun1], you can
5.6	hardly throw [noun1:it:them] at the [noun2], can you?
6.0	[title32][sentence]
6.1	There's really no need to throw the
6.2	[noun1] at the [noun2].  Besides, if
6.3	you start throwing things around, you
6.4	might break them.
7.0	[title32][sentence]
7.1	You look carefully at the [noun1] and
7.2	make a mental note that [noun1:it is:they are], in fact,
7.3	[noun1:a :][noun1].  Further revelations are not
7.4	immediately forthcoming, however.
8.0	[title32][sentence]
8.1	You can't take the [noun1], and even if you
8.2	could, you would have no way of carrying
8.3	[noun1:it:them] around with you.
9.0	[title17][sentence]
9.1	Well, it's like mama always used
9.2	to say--"if it ain't open, you can't
9.3	close it, and that's that."
10.0	[title30][sentence]
10.1	You turn the magnifier to maximum and
10.2	get a great big image of the [noun2], but
10.3	gain no new insights from this procedure.
12.0	[title27][sentence]
12.1	Yech!  You don't feel like spending the next
12.2	few days picking scales out of your gums.
13.0	[title27][sentence]
13.1	Putrid.  (What did you expect?)
14.0	[title21][sentence]
14.1	It looks like a beautiful day up there.  Of course
14.2	the rather large ship taking occasional shots at
14.3	you ruins the aesthetics.  Better not try
14.4	to break surface.
15.0	[title22][sentence]
15.1	The sea floor scintillates with refracted sunlight.
16.0	[title32][sentence]
16.1	You already have the [noun1], oh
16.2	wise one.  Any other bright ideas?
18.0	[title32][sentence]
18.1	You grab the [noun1] and yank on [noun1:it:them]
18.2	a few times.  Nothing particularly
18.3	interesting happens and your interest
18.4	in the project quickly lapses.
19.0	[title32][sentence]
19.1	You shove on the [noun1].  Nothing
19.2	in particular happens.  Maybe you
19.3	should push on [noun1:it:them] a few more times
19.4	just in case, though.
20.0	[title32][sentence]
20.1	You shove on the [noun1].  Nothing
20.2	in particular happens.
21.0	[title32][sentence]
21.1	You stare intently at the [noun1]
21.2	for several minutes.  A yawn noisily
21.3	escapes your mouth.
22.0	[title32][sentence]
22.1	You have no need for the [noun1]
22.2	right now.
23.0	[title17][sentence]
23.1	You can't take [noun1:THAT:THOSE]!
24.0	[title32][sentence]
24.1	You take a moment to look through your
24.2	possessions.  Suddenly you realize that
24.3	the [noun1] [noun1:is:are] not among them.  How could
24.4	you have forgotten to bring [noun1:it:them], you fool?
24.5	If you don't HAVE the [noun1], you can
24.6	hardly put [noun1:it:them] somewhere, can you?
25.0	[title32][sentence]
25.1	Picture yourself cramming the [noun1]
25.2	into the [noun2].  Picture yourself accomplishing
25.3	something through this process.  Now count
25.4	to ten slowly and think of something else.
26.0	[title32][sentence]
26.1	You take a moment to look through your
26.2	possessions.  Suddenly you realize that
26.3	the [noun1] [noun1:is:are] not among them.  How could
26.4	you have forgotten to bring [noun1:it:them], you
26.5	fool?  At any rate, you can't give what
26.6	you don't have.
28.0	[title32][sentence]
28.1	The [noun2] makes no discernible moves
28.2	toward the [noun1].  After several minutes
28.3	it begins to dawn on you that the [noun2]
28.4	isn't the least bit interested in your "gift."
29.0	[title32][sentence]
29.1	You wave your hands wildly and point
29.2	emphatically at the [noun1].  When the
29.3	dust settles, however, it becomes clear
29.4	that you have failed to convince the
29.5	[noun2] that it needs [noun1:a :the ][noun1].
30.0	[title32][sentence]
30.1	You can't think of any way to
30.2	get [noun1:this:these] particular [noun1] open.
31.0	[title32][sentence]
31.1	You can't think of any way to
31.2	get [noun1:this:these] particular [noun1] open.
31.3	Maybe a great big hammer would help.
32.0	[title32][sentence]
32.1	You can't think of any way to
32.2	get [noun1:this:these] particular [noun1] open.
32.3	Maybe a great big lever would help.
33.0	[title32][sentence]
33.1	You can't close [noun1:a :][noun1].  Not
33.2	[noun1:this one:these] at least.
34.0	[title26][sentence]
34.1	You really don't need to do that.
35.0	[title26][sentence]
35.1	You can't [sentence].  Not in this
35.2	game, at least.
36.0	[title26][sentence]
36.1	Have you gone mad?  What kind of a
36.2	person would try to [sentence]?
36.3	Perhaps you'd better scrape some
36.4	brain tissue into a cup and think
36.5	of something else.
37.0	[title26][sentence]
37.1	That won't get you anywhere right
37.2	now.  Perhaps you should devise a
37.3	different plan.
38.0	[title32][sentence]
38.1	Blowguns don't work underwater.  Apparently
38.2	your brain doesn't either.
39.0	[title32][sentence]
39.1	While it might be good practice for you to
39.2	shoot a few darts into the [noun2], you really
39.3	can't afford to waste your limited supply of
39.4	ammunition.
40.0	[title32][sentence]
40.1	Now what did the poor [noun2] ever do to you
40.2	that it deserves to be shot with head-shrinking
40.3	darts?
41.0	[title32][sentence]
41.1	The piranhas are moving too quickly for you to
41.2	be able to get in a good shot at them.
42.0	[title32][sentence]
42.1	Be careful with those bombs!  Not only
42.2	do you have a limited supply of them, but
42.3	you also should consider the consequences
42.4	of being too near when one goes off.
99.0	[title26][sentence]
99.1	[center](NOT AVAILABLE IN DEMO)
800.0	[title20]BINOCULARS
800.1	This is a handy pair of StarTech
800.2	"Planetary Explorer" binoculars, adjustable
800.3	for 10x through 30x magnification.
801.0	[title15]BURGER
801.1	This is a festering mass of congealed
801.2	fungus that you knew in former times as a
801.3	hamburger.
802.0	[title24]DEAD FISH
802.1	This is your basic, bloated, dead fish.
802.2	Although it is of an alien species, it is
802.3	just as disgusting as any dead fish you
802.4	have encountered on more familiar worlds.
