0	game
1	qsave
2	look
3	take
4	push
5	open
6	put
7	talk to
8	give
9	pull
10	close
11	throw
12	walk to
13	activate
14	admire
15	adsm
16	air vent
17	aloe plant
18	anemone
19	anomometer
20	area around hut
21	area to south
22	area to west
23	aromatic meat
24	attach
25	audio tape
26	auxiliary power
27	badmitton brat
28	bag
29	bamboo tree
30	bats
31	bawlemer oriole-hun
32	bear rug
33	beastly trophy
34	big leaves
35	big pipes
36	big sky
37	big stone
38	binoculars
39	birdies
40	blowgun
41	bomb
42	bombs
43	bone
44	bones
45	bottle
46	boulder
47	boulders
48	bra
49	break
50	breathe air
51	bulkhead
52	burger
53	burn
54	burnt out warp coil
55	bush-like formation
56	bushes
57	bushy fern
58	cactus
59	card
60	cast
61	cauldron
62	cave
63	cave ceiling
64	cave entrance
65	cave exit
66	cave floor
67	cave to east
68	cave wall
69	ceiling
70	chair
71	charge cases
72	chicken
73	chicken bomb
74	clearing to east
75	clearing to south
76	cliff face
77	climb down
78	climb through
79	climb up
80	clock
81	closet
82	clothesline
83	clump of trees
84	coal
85	cocoanut
86	compact case
87	computer game
88	control panel
89	coral
90	crab
91	credit chip
92	cumulous cloud
93	curious weed patch
94	curtain
95	curtains
96	cut
97	damage control
98	damage control panel
99	dampen
100	dead fish
101	dead purple monster
102	declivitous chasm
103	deep dark forest
104	dense forest
105	detonators
106	dino mite
107	disassemble
108	dive into
109	door
110	door key
111	doorway
112	drawer
113	drink
114	durafail cells
115	eastern cliff face
116	eat
117	eject
118	empty
119	engineering controls
120	engineering section
121	enter key
122	escape hatch
123	estrotoxin
124	examine
125	experiment cage
126	extinguish
127	face id
128	fern
129	field to north
130	field to south
131	field to west
132	fill
133	fire pit
134	fishing line
135	fishing rod
136	floor
137	floor of hut
138	floor tile
139	fondle
140	forest to east
141	front window
142	fungoids
143	furnace
144	fuzzy dice
145	gaze
146	gaze at
147	gaze in
148	glance at
149	glove
150	gnarly shrub
151	gnaw on
152	gorge on
153	grain alchohol
154	grassland to east
155	grassland to south
156	grassy area
157	grassy area to north
158	grassy knoll
159	grind
160	groovilactic tree
161	guards arm
162	hatchway
163	hook up
164	horizon
165	hose down
166	hotpants
167	hull
168	hurl
169	hut
170	hut area
171	hut to east
172	hut to south
173	hut to the south
174	hut to west
175	huts to north
176	hydrospanner
177	hyperdrive jump unit
178	id card
179	ignite
180	inflate
181	insert
182	inspect
183	jungle
184	jungle to east
185	jungle to west
186	key 1
187	key 2
188	key 3
189	key 4
190	key 5
191	key 6
192	key 7
193	key 8
194	key 9
195	keypad
196	kneeling woman
197	knife
198	ladder
199	large stalagmite
200	leer at
201	library computer
202	lick
203	life support section
204	light
205	load
206	lock
207	log
208	look at
209	look in
210	look through
211	lounge area
212	love altar
213	lowlands
214	machine
215	magnet
216	main airlock
217	manta ray
218	marshy wetlands
219	match
220	medical waste
221	medicine cabinet
222	men who came before
223	mine
224	mirror
225	monitor
226	monkey
227	monkey liver juice
228	monster sludge
229	mountain
230	mountain range
231	mountains
232	mtam
233	mushrooms
234	navigation controls
235	north path
236	northern exposure
237	northern sea cliff
238	obstacle
239	ocean floor
240	odd rock formation
241	oogly-boogly juice
242	open area to east
243	open area to north
244	open area to south
245	open area to west
246	open field
247	outer hull
248	outside
249	oven
250	overhang to east
251	overhang to west
252	overhead lamp
253	pad of paper
254	padlock key
255	palm tree
256	passage way to south
257	passion puss
258	peer through
259	pencil
260	pendulous crag
261	penlight
262	phone cells
263	phone handset
264	pile of rocks
265	pillow
266	pilot's chair
267	pipe
268	piranha
269	plant
270	plant stalk
271	plants
272	plastic jesus
273	play
274	plunger
275	poison darts
276	polycement
277	pool
278	poster
279	power status panel
280	precipice
281	press
282	pressure gauge
283	pry
284	raging river
285	ramolyan rugby rats
286	read
287	rearview mirror
288	rebreather
289	refrigerator
290	remote
291	repair list
292	river
293	river to west
294	robo-kitchen
295	rock
296	rocks
297	rocky area
298	rolling hill
299	scalpel
300	scenic mountains
301	sea cliff
302	seaweed
303	seaweed bank
304	security card
305	set
306	shake hands
307	sharpen
308	shield access panel
309	shield generator
310	shield modulator
311	shield status panel
312	ship
313	shoot
314	shovel
315	shred
316	shrunken heads
317	singed meat
318	sit in
319	skull
320	skull and crossbones
321	sky
322	sleep on
323	slithering snake
324	slug secretion
325	small hole
326	smell
327	snake
328	sniff
329	soak
330	special key 1
331	special key 2
332	spider
333	spilt milk
334	spit fire
335	spray
336	stab
337	stairs
338	stalagmites
339	stand inside
340	stare at
341	steps
342	stuffed fish
343	surface
344	swim across
345	swim into
346	swim through
347	swim to
348	swim towards
349	swim under
350	swooping creature
351	table
352	take liver
353	take off
354	take page
355	tall grass
356	tape player
357	target computer
358	target module
359	targetting computer
360	tasmanian devil
361	tasty turkey
362	teleport device
363	teleporter
364	thatched roof
365	thorns
366	thorny bush
367	tie
368	timebomb
369	timer
370	timer module
371	tree
372	trees
373	trodden path
374	tube
375	tunnel
376	twinkie bush
377	twinkifruit
378	unlock
379	uzi
380	vase
381	video game
382	view
383	view screen
384	viewport
385	village area
386	village to west
387	volcano
388	vulture
389	wad of cattle parts
390	walk across
391	walk inside
392	walk on
393	walk outside
394	walk through
395	walk towards
396	wall
397	watch tower
398	water
399	weapons display
400	wear
401	weather station
402	weather vane
403	weight machine
404	western cliff face
405	wheel
406	window
407	witchdoctor hut
408	workbench
409	write on
410	yellow birdy
411	grass
412	bouncing reptile
413	deep pit
414	lowlands to north
415	small bush
416	small cactus
417	rocky area to north
418	bamboo-like plant
419	mountainside
420	field
421	grassy field
422	crag
423	huge legs
424	leaf-covered pit
425	pile of leaves
426	open field to east
427	lawn
428	walk down
429	path to west
430	hedge
431	village path
432	path to northeast
433	jungle path
434	thick undergrowth
435	ocean
436	ocean in distance
437	strange device
438	bush
439	anemometer
440	island in distance
441	path
442	trophy
443	specimen jars
444	bowl
445	large bowl
446	path to north
447	hut to north
448	path to east
449	chicken on spit
450	captive creature
451	twinkifruit bush
452	stream
453	opposite shore
454	path to south
455	opposite bank
456	broken ladder
457	bag of twinkifruits
458	bed
459	display
460	leave
461	exit from
462	device
463	0 key
464	1 key
465	2 key
466	3 key
467	4 key
468	5 key
469	6 key
470	7 key
471	8 key
472	9 key
473	frown key
474	smile key
475	native woman
476	yellow bird
477	bleeper
478	sizemometer
479	panel
480	printer
481	hard drive
482	bathroom
483	desk
484	passageway
485	fire hydrant
486	freezer
487	equidigitizer
488	vision-view
489	teledetector
490	pole
491	transposition device
492	statuesque
493	temperature gauge
494	check
495	watch
496	electro-scanner
497	hall
498	scanner
499	place hand on
500	security monitor
501	digitorama
502	rail beam
503	vault
504	hallway
505	pipes
506	air vent grate
507	security office
508	signal
509	bleep
510	blip
511	loft
512	electronic ant farm
513	electric wiring
514	security panel
515	corridor
516	circuit controls
517	air duct
518	cell wall
519	lights
520	stare into
521	cell controls
522	commode
523	use
524	basin
525	jump inside
526	previous cell
527	next room
528	zink
529	gaze into
530	throne
531	sack
532	limb
533	sink
534	johnny-on-the-spot
535	debris
536	bunk
537	next cell
538	toilet
539	monitor area
540	sidewall
541	coffee mug
542	sit at
543	lighting fixture
544	monitors
545	gender controls
546	neuro-analyzer
547	molecular recorder
548	maintenance panel
549	ramp
550	walk up
551	subsonic atomizer
552	eight ball
553	dna inverter
554	dna converter
555	platform
556	guinea pig test box
557	gaseous probe warper
558	tool cabinet
559	surgical boxes
560	fetal heart monitor
561	xray cabinet
562	sterilization sink
563	dripolator
564	shock machine
565	interrogation table
566	lie down on
567	decipher
568	guard
569	rip in floor
570	teleport area
571	broken beam
572	rock chunk
573	bloody cell wall
574	wall board
575	gender scanner
576	bar
577	walk into
578	hallway to south
579	sign
580	hallway to north
581	bottles
582	upper dance floor
583	dance floor
584	railing
585	bar stool
586	lady
587	upper level
588	alcove
589	disco ball
590	ladies
591	coach lamp
592	card slot
593	hoop
594	cannonballs
595	water fountain
596	hallway to east
597	hallway to west
598	support
599	backboard
600	wide door
601	sign post
602	fire extinguisher
603	trash
604	missiles
605	tank
606	two-ton-weight
607	one-ton tomato
608	anvil
609	minuteman iv icbm
610	chest
611	armor
612	carton
613	powder
614	raft
615	whatzit
616	catapult
617	hand grenade
618	barrels
619	loading ramp
620	blimp
621	flour
622	fly paper
623	rug
624	carpet
625	can
626	rubber duckie
627	golf clubs
628	rat
629	barrel
630	bucket of tar
631	sacks
632	storage
633	120v, 3 phase, 400hz
634	lab equipment
635	air horn
636	jar
637	severed cable
638	probe assembly
639	knife switch
640	work bench
641	heater
642	toxic waste
643	experiment
644	drawing board
645	"mishap"
646	air purifier
647	dummy
648	picture
649	baggage check
650	departure schedule
651	shade of pale
652	itinerary
653	bargain vat
654	pencils
655	pad if paper
656	deepest depths
657	rolodex
658	mona tisa
659	abstract art
660	space questing viii
661	theatrical art
662	metal pole
663	exit
664	swirling light
665	register
666	peachy buns
667	our town
668	embroidered art
669	george bush-alike
670	counter
671	sensor
672	software information
673	walk behind
674	bargains
