10127	[title32][sentence]\nThis panel provides access to the shield\nsubsystem circuits and enhancement slots.\nIt is currently closed.	
10128	[title32][sentence]\nThe shield access panel is now open, revealing\nthe shield subsystem circuits and enhancement\nslots.  In one of the slots is the 51-prong\nquadratic shield modulator which you keep here\n"just in case."  It should come loose if you\ntug on it.	
10129	[title32][sentence]\nThe shield access panel is now open, revealing\nthe shield subsystem circuits and enhancement\nslots.  One of the slots is empty, since you\nhave appropriated the shield modulator for some\nhidden purpose of your own.	
10130	[title26][sentence]\nIt's already open!	
10131	[title26][sentence]\nLo and behold!  You're already sitting\nin it.\n	
70610	[title25][sentence]\nYou assume that this ornate parlor\nmust have belonged to someone wealthy\nand powerful.  Beautifully painted\nportraits adorn the walls; rare porcelain\npieces sit on small custom shelves; and\nin the middle of it all, a unique-looking vase\nsits on a majestic pedestal.	
70611	[title33][sentence]\nYou assume that this ornate parlor\nmust have belonged to someone wealthy\nand powerful.  Beautifully painted\nportraits adorn the walls and rare\nporcelain pieces sit on small custom\nshelves.	
70612	[title18][sentence]\nBlack and white tiles interlock to\nform the solid marble floor.	
70613	[title19][sentence]\nSeveral large pillars reach majestically\ntoward the ceiling.  They appear to be\nsolid marble.	
70614	[title24][sentence]\nThe small fragile teacups appears to be\nmade of  extremely fine porcelain.	
70615	[title25][sentence]\nDainty teacups aren't you style; you're\nmore of a 'dirty coffee mug' kind of guy.	
70616	[title25][sentence]\nAlthough pretty, this vase does not\nmatch the description Colonel Stone gave\nyou.	
70617	[title26][sentence]\nThree hand-painted oil paintings grace\nthe northern wall of the room.  There\nappears to be a family resemblance\nbetween these gentlemen, but you do not\nrecognize any of them.  There are\nnameplates beneath each portrait.	
70618	[title20][sentence]\nFrom left to right they read:\n"Sputatious T. Bigfish", "W. Widepipe Bigfish",\nand "Benjamin Deeppost Bigfish".  The devious\nlooks in their eyes convince you that these\nportraits represent three generations of\npoliticians.	
70619	[title29][sentence]\nSeveral portraits and porcelain pieces\ndecorate the walls of this lavish parlor.\nYou can't help but feel that there is something\nodd about the decorative metal studs that\nline the tops of the walls.	
70620	[title19][sentence]\nA lovely violet crystal vase sits\natop the decorative pedestal.	
70621	[title20][sentence]\nThe pedestal appears odd without the\nvase sitting on it.	
70622	[title22][sentence]\nThe bottle doesn't seem appropriate\nsitting on the ornate pedestal, but it\ndid fool the security system.	
70623	[title27][sentence]\nYou have become completely familiar\nwith the teleporters.  This unit, however,\nis the most tastefully decorated teleporter\nyou have seen.  It is obviously a privately\nowned unit.	
70624	[title19][sentence]\nThis is it!  You are elated to finally be\nwithin arms reach of Colonel Stone's\nprecious vase!  Light scintillates through\nthe lavender-colored crystal.	
70625	[title27][sentence]\nNice security system.  The moment you\nlifted that vase off the pedestal, you had\na bad accident involving a half dozen\nlaser beams.  You have only a few\nseconds to ponder the problem before\nyour scorched body expires.	
70626	[title25][sentence]\nThat won't work, the [noun1] is\nmuch too heavy.	
70627	[title25][sentence]\nThat won't work, the [noun1] is\nfar too light.	
70628	[title21][sentence]\nUnfortunately, the bottle was too light.\nYou consider the gravity of your error\nas small wisps of smoke curl up from\nthe depths of your thoracic cavity.	
70629	[title25][sentence]\nUnfortunately, the bottle was too heavy.\nYou have mere moments to consider\nyour error before the charred remains\nof your heart issue a final thump.	
70630	[title32][sentence]\nAt last!  After all you've been through,\nyou finally have your hands on Colonel\nStone's precious vase!  The many possible\nuses for 75,000 galactars flash through your head:\na new ship, Lolita, a lifetime supply of fire wood, Lolita,  . . . .	
70631	[title32][sentence]\nThat would be pretty foolish, considering\nthe elaborate procedures you just went\nthrough to defeat the security system.	
70632	[title32][sentence]\nThe bottle now rests on the pedestal, and\napparently has just the right amount of\nwater in it to fool the security system.\nYou saw that trick in a movie once, and you\nare glad you got it right, since you wouldn't\nwant to be chased through the room by a giant\nboulder.	
60411	[title27][sentence]\nYou are at the edge of the city, beneath\nthe gigantic cylindrical perimeter wall,\nin front of a large glass viewport.	
60412	[title30][sentence]\nAs you look out into the ocean you\npause and think.  The engineering that\nwent in to this city amazes you.  Building\na metropolis in a volcano cone BELOW\nsea-level is quite an accomplishment.	
60413	[title26][sentence]\nAs you look out into the ocean you\npause and think.  The engineering that\nwent into this city amazes you.  Building\na metropolis in a volcano comb BELOW\nsea-level is quite an accomplishment.\nSomething in the water seems to have taken\nan interest in you.	
60414	[title27][sentence]\nYou are standing at the base of the\ncylindrical perimeter wall.  The\nviewport is recessed into the wall,\nsuggesting that the wall is quite\nthick.	
60415	[title21][sentence]\nYou don't want to look at another\nair vent for the rest of your life.	
60416	[title22][sentence]\nThe indicator is giving an indication\nindicative of something indicating\nsomething else.  Just what that\nindication is escapes you completely.	
60417	[title22][sentence]\nThe sculpture resembles a cube with\na lightning bolt glued to it.  You do\nnot understand the significance of this\nshape.	
60418	[title20][sentence]\nThis is the car you arrived in.\nIt still looks the same as when you\ngot here.	
60419	[title22][sentence]\nThe small fountain under the statue\nis not currently running.  The water\nin the pool is probably stagnant.	
60420	[title27][sentence]\nA thought:  If you want to blow the\nviewport up, don't you think you\nshould be able to get away first?\nSetting that bomb off in your hands\nwould not be good for your\ncomplexion.	
60421	[title29][sentence]\nYou carefully place the time bomb on the\nsmall ledge in front of the window.  You\nset the timer for five minutes, but get a little\nnervous when the timer jumps from 4:49 to\n4:02.  This timer must be a little flaky--you\nshould probably seek safety NOW!	
60422	[title17][sentence]\nDon't you think you should be leaving\nright about now?	
60423	[title25][sentence]\nYou carefully disarm the time bomb,\nand slip it back in your pocket.	
60424	[title32]NOVICE LEVEL WARNING\nWatch out!  Blowing up that window\nwill commit you irrevocably to a course\nof action.  You don't yet have everything\nyou need to solve the puzzles in the next\nsection of the game, so blowing it up now\nwould prevent you from winning.  Go back\nand search carefully, then try putting the\nbomb on the ledge again later when you think\nyou are ready.  In particular, be sure to\nbring something yummy to feed to that sea\nmonster.	
60425	[title32]INTERMEDIATE LEVEL WARNING\nWatch out!  Blowing up that window\nwill commit you irrevocably to a course\nof action.  If you haven't found everything\nyou need to solve the puzzles in the next\nsection of the game, blowing up the window\nnow will prevent you from winning.  We therefore\nsuggest that you save your game now.  Then,\nissue this command again to place the bomb.\nThat way, if you get stuck, you can come back\nto this point and find the additional items\nthat you need.\n	
70210	[title26][sentence]\nYou are standing on the eastern half of this small\nmaintenance platform.  A pile of bones lies\nscattered around the teleporter entrance.	
70211	[title27][sentence]\nThe rim of the city is obviously the top\nof the volcano cone.  The short section\nyou are standing on has been paved, and\nyou imagine that it must be a maintenance\nplatform.	
70212	[title26][sentence]\nYou have no clues as to what purpose\nthis cement block could possibly have served.	
70213	[title25][sentence]\nA cone of igneous rock surrounds the rim\nof the city.  The sunlight washes warmly over\nit's pocked blue-purple surface.	
70214	[title16][sentence]\nYou don't need any pumice.	
70215	[title20][sentence]\nTo the west you see the elevator\nthat brought you here.	
70216	[title25][sentence]\nThis looks like every other teleporter\non the planet,  although it does seem\ndarker inside that most of the other\nteleporters.	
70217	[title18][sentence]\nA nearly complete humanoid skeleton lies\nscattered about near the teleporter entrance.\nThere are many recognizable bones in the\nsmall heap.	
70218	[title18][sentence]\nYou carefully select a bone\nfrom the heap and pick it up.	
70219	[title18][sentence]\nDon't get greedy, you already have two bones.	
70220	[title21][sentence]\nThe city is completely under water.\n	
70310	[title25][sentence]\nThis could be trouble.  This is the same beast\nthat expressed an interest in your nutritional\nvalue at the viewport in the city.  He seems to\nbe trying to decide if you are an appetizer or\nan entree.  You should probably act with haste.	
70311	[title27][sentence]\nA few monster chunks still float around\njust below the surface.  You can't see\nanything of the city you destroyed.	
70312	[title25][sentence]\nYou are currently sharing the water\nwith a large hungry-looking cycloptic\nbeast.  You may want to do something\ninstead of just sitting there like an hors d'oeuvre.	
70313	[title27][sentence]\nA large hungry reptile partially blocks\nyour view of the building to the north.  You\nhave more immediate concerns than\nthe building.	
70314	[title27][sentence]\nYou are getting closer to the building\nwhere you thought you saw the vase.	
70315	[title26][sentence]\nThe building to the north rises alone\nabove the waves.  Every other building\nin the city is invisible beneath the\ndark water.	
70316	[title25][sentence]\nIt hardly seems possible that this\nnarrow rim could have kept the water\nout for all these years.  Then again,\nthis planet has no moons,\nso there aren't any tides and the\nweather stays be pretty docile.	
70317	[title25][sentence]\nThat certainly didn't accomplish much.  In fact,\nlet's just pretend you didn't do it.	
70318	[title20][sentence]\nThat certainly didn't accomplish much.  In fact,\nyou probably wish you didn't do it now, don't you.	
70319	[title29][sentence]\nWell that was polite, if useless.  It's not often\na main course provides it's own appetizer.\nLet's just pretend you didn't do it.	
70320	[title20][sentence]\nThe sea monster happily gobbled down\nthe [noun1].  Now what?	
