600	wide door	
601	sign post	
602	fire extinguisher	
603	trash	
604	missiles	
605	tank	
606	two-ton-weight	
607	one-ton tomato	
608	anvil	
609	minuteman iv icbm	
610	chest	
611	armor	
612	carton	
613	powder	
614	raft	
615	whatzit	
616	catapult	
617	hand grenade	
618	barrels	
619	loading ramp	
620	blimp	
621	flour	
622	fly paper	
623	rug	
624	carpet	
625	can	
626	rubber duckie	
627	golf clubs	
628	rat	
629	barrel	
630	bucket of tar	
631	sacks	
632	storage	
633	120v, 3 phase, 400hz	
634	lab equipment	
635	air horn	
636	jar	
637	severed cable	
638	probe assembly	
639	knife switch	
640	work bench	
641	heater	
642	toxic waste	
643	experiment	
644	drawing board	
645	"mishap"	
646	air purifier	
647	dummy	
648	picture	
649	baggage check	
650	departure schedule	
651	shade of pale	
652	itinerary	
653	bargain vat	
654	pencils	
655	pad if paper	
656	deepest depths	
657	rolodex	
658	mona tisa	
659	abstract art	
660	space questing viii	
661	theatrical art	
662	metal pole	
663	exit	
664	swirling light	
665	register	
666	peachy buns	
667	our town	
668	embroidered art	
669	george bush-alike	
670	counter	
671	sensor	
672	software information	
673	walk behind	
674	bargains	
675	scan light	
676	old software stand	
677	software shelf	
678	hottest software	
679	great paintball art	
680	scenic vista	
681	laser	
682	laser jet	
683	lever	
684	bullseye	
685	stand	
686	control station	
687	strange monster	
688	ghastly beast	
689	gawk at	
690	corridor to south	
691	corridor to north	
692	walk onto	
693	rock wall	
694	woman	
695	women	
696	corridor to east	
697	corridor to west	
698	ammunition	
699	armored vehicle	
700	tomato	
701	missile	
702	suit of armor	
703	powder container	
704	inflatable raft	
705	grenade	
706	fence	
707	wooden statue	
708	conveyer belt	
709	controls	
710	equipment	
711	shelf	
712	cabinets	
713	control console	
714	faucet	
715	panel box	
716	statue	
717	gauge	
718	circuit panel	
719	catwalk	
720	circuits	
721	blood stain	
722	grate	
723	air shaft	
724	return to	
725	formaldehyde	
726	petrox	
727	sodium benzoate	
728	gurney	
729	ironing board	
730	left monitor	
731	right monitor	
732	red button	
733	green button	
734	right one key	
735	right 1 key	
736	right 2 key	
737	right 3 key	
738	right 4 key	
739	right 5 key	
740	right 6 key	
741	right 7 key	
742	right 8 key	
743	left 1 key	
744	left 2 key	
745	left 3 key	
746	left 4 key	
747	corridor wall	
748	mug	
749	doughnut	
750	security station	
751	newspaper	
752	magazine	
753	clipboard	
754	paper football	
755	your stuff	
756	other stuff	
757	lamp	
758	climb into	
759	light bulb	
760	step into	
761	room	
762	crawl to	
763	fourth cell	
764	third cell	
765	second cell	
766	first cell	
767	equipment room	
768	crawl down	
769	descending shaft	
770	sauropod	
771	monster	
772	fake id	
773	alien liquor	
774	intern	
775	instrument table	
776	woman on balcony	
777	woman in chair	
778	sit on	
779	woman in alcove	
780	kettle	
781	bartender	
782	whiskey	
783	alcohol	
784	rim	
785	walk along	
786	submerged city	
787	governor's house	
788	rim towards east	
789	cement pylon	
790	elevator	
791	elevator shaft	
792	conveyor belt	
793	cannon balls	
794	electrical overhang	
795	gutter pipe	
796	sidewalk	
797	street	
798	barricade	
799	door control slot	
800	street to east	
801	sidewalk to east	
802	building	
803	car	
804	get inside	
805	marquee	
806	building entrance	
807	guard station	
808	technical equipment	
809	guard turret	
810	pillar	
811	papers	
812	file cabinet	
813	windows	
814	walk	
815	storage box	
816	water cooler	
817	box	
818	rifles	
819	slingshot	
820	mausoleum	
821	software store	
822	concrete building	
823	humongous monitor	
824	space bike	
825	billboard	
826	lack of nookie motel	
827	bidet's xcreetza hut	
828	buildings	
829	skyscraper	
830	software logo	
831	giant telescope	
832	handle	
833	hole	
834	laser beam	
835	pedestal	
836	boat	
837	giant monument	
838	rope	
839	sand bar restaurant	
840	porthole	
841	ticket booth	
842	polly's entrance	
843	restaurant entrance	
844	the pleasure dome	
845	starfish	
846	flipper	
847	sand dollar	
848	shell	
849	guest list	
850	weird animal head	
851	ship's wheel	
852	handicap sign	
853	elevator controls	
854	brick wall	
855	bike rack	
856	o'donald's sign	
857	elevator entrance	
858	special sale sign	
859	attorneys at law	
860	sledge mall	
861	skeleton	
862	strange equipment	
863	street to west	
864	sidewalk to west	
865	teleporter entrance	
866	software door	
867	spinach patch doll	
868	reflect	
869	register drawer	
870	elevator door	
871	hydraulic support	
872	equipment overhead	
873	get into	
874	warning label	
875	nuclear slingshot	
876	display case	
877	photon rifles	
878	monitoring equipment	
879	telescope	
880	motel	
881	restaurant	
882	software store sign	
883	advertising poster	
884	advertisement	
885	old software	
886	cash register	
887	entrance	
888	laser cannon	
889	sand bags	
890	pleasure dome	
891	dome entrance	
892	laboratory	
893	street to south	
894	elevator access slot	
895	car controls	
896	scent packet	
897	kitty	
898	glove compartment	
899	moldy sock	
