10212	[title27][sentence]\nTheoretically, the weight machine is here\nto keep you, the interstellar voyager, in\ntop physical shape as you ply the uncharted\ndeeps of outer space.  In practice, it makes\na nice piece of "post-modern" sculpture, and you\ncan drag it around to serve as a coffee table\nor footstool when the need arises.	
10213	[title26]IMPORTANT ENVIRONMENTAL FACT\nAs long as you stand right next to the refrigerator\nlike that, its pathetic little robot brain will keep the\ndoor wide open, spilling all the cold air out into the\nroom and wasting energy.  Besides, the slight chill\nit imparts on your ancient foodstuffs is probably the\nonly thing that keeps most of them from rising up\nin rebellion.	
10214	[title27][sentence]\nEven a veteran bacteriologist would get down\non his knees and retch if he had to look at the\ncontents of this refrigerator for very long.\nThe county coroner himself couldn't bear the sight\nof that festering mass of congealed fungus you call\na sandwich.  The burger in the front appears to be\nmoving under it's own power, and the cure for\nsomething is growing on the back wall.	
10215	[title27]ROBO-KITCHEN\nYou're still incapable of using most of this\nthing's features.  You pretty much gave up\nafter taking two days to figure out how to prepare\n"baked water".	
10216	[title30][sentence]\nI'm afraid there is nothing you can\ndo to that burger to make it edible.  Heating it\nup would only increase the mutation rate of it's\nnew inhabitants.	
10217	[title24][sentence]\nNow didn't your mommy teach you not to\nput foreign objects into major kitchen\nappliances?  Why don't you just go stick\na knife in a toaster or something?	
10218	[title30][sentence]\nSorry, but 'opening' the robo-kitchen is\na privilege reserved for the much elusive\n"qualified service personnel".  If you want\nto use the kitchen, you need only stuff\nsome food product into it.  Then again,\nvery little of what you have in your ship\nqualifies as 'food'.	
10219	[title26][sentence]\nThis is where you keep your "wardrobe".\nA few old shirts you never wear are silently\ndecomposing on the hangers.  At one point,\nthe closet contained several dozen moth balls,\nbut they disappeared one night when you\nwere severely intoxicated and had the 'munchies'.\nLeave everything where it is because it would just\ndisintegrate in your hands.  	
10220	[title32][sentence]\nThe sum total of all of your clean clothes at\nany given moment can generally be found\ncrammed into this drawer.  They are jammed in\nso tightly in fact, that they have achieved a new\nstate of matter, and have their own gravitation\nfield.  Don't even try to close this thing.	
10221	[title30][sentence]\nNo chance.  You would need a crowbar and possibly a\nsteam shovel to remove a few pounds of clothes\nfirst; then you might be able to move this thing.	
10222	[title30][sentence]\nThe hatchway at the top of the ladder leads to\nthe main airlock.  Fortunately, the airlock appears\nto be unobstructed, so you should be able to use it to\nmake your exit from the ship.  Before you do, you'll\nneed to find some sort of oxygen supply (the ship\nbeing underwater and all).  You seem to remember\nhaving a rebreather around somewhere...	
10223	[title27][sentence]\nYou stop and admire the poster for a\nfew hours.  It's Miss Cuspidor 90917\nfrom the Filth-R-Us Calendar, and\ndefinitely one of the finest examples\nof holographic art you've ever laid drool on. 	
10224	[title29][sentence]\nA few months ago, in a fit of admiration,\nyou super-glued the poster to the wall.\nAlthough your heavy panting might steam \nit off it's highly unlikely you will be able to get it down without\nripping it to shreds and leaving ugly goo-marks\nall over the bulkhead.  In the interest of\nart appreciation, you decide to leave the\nposter where it is.	
10225	[title29][sentence]\nThis is not a good idea considering the shape\nyou are in.  You have a lot to accomplish and \nan excruciating hernia is not going to help.	
10226	[title24][sentence]\nThis is the master circuit control panel for\nthe inhabited areas of the ship.  Right now,\nall life support systems are functioning\nnormally on auxiliary power.	
10227	[title29][sentence]\nThe window leads to your bedroom.  In fact,\nit provides the most convenient egress from\nyour bed, and you come stumbling through it\nevery morning with a sincere promise that you\nare now officially on the wagon.  The bedroom is\nmostly filled with your dirty underwear, so there's not\nmuch point in going in there unless you're curious\nabout the origins of bubonic plague.	
10228	[title29][sentence]\nThis doorway leads to what you loosely call\na "bedroom".  The term "large festering pit\nof dirty undergarments" is more to the point.\nYou haven't been able to clean it since your\nsnow shovel broke, so you have decided to use\nthe window to get in and out of bed. You have\ngiven up on the idea of actually 'walking' in the room.	
10229	[title30][sentence]\nEven a veteran bacteriologist would get down\non his knees and retch if he had to look at the\ncontents of this refrigerator for very long.\nThe county coroner himself couldn't bear the sight of that festering\nmass of congealed fungus you call a sandwich.  In the\nback, on a plate of what might be loosely referred to\nas "spaghetti", a colony of at least twenty Martian stingworts\nappears to be entering its larval phase.	
10230	[title27][sentence]\nYech!  Not only is this a fish from an alien ocean,\nbut you don't know how long it's been dead.  It\ncould be as dangerous as what's in your\nrefrigerator and you don't get points for botulism.	
10231	[title24][sentence]\nThe hatchway at the top of the ladder leads to\nthe main airlock.  Fortunately, the airlock appears\nto be unobstructed, so you should be able to use it to\nmake your exit from the ship.	
10232	[title27][sentence]\nLooking down you see a mosaic of hairballs,\nfluid stains, food particles, and various unidentifiable\norganic substances.	
