521	"Sorry, Honey,	
522	I don't dance."	
523	"This is not the time."	
524	"Knock it off!"	
525	"EEW! There's something	
526	slimy on this seat!"	
527	"Bartender!"	
528	"Yo, bartender!"	
529	"Wanna dance, hot stuff?"	
530	"Come on, let's cha cha!"	
531	"Let's boogie!"	
532	"I'll have a mixed drink."	
533	"O.K., I'll take a bottle."	
534	"I'd like a 'Sledgehammer', like Bloody Mary's makes.	
535	"I'd like a 'Sledgehammer',	
536	like Bloody Mary's makes."	
537	"I'll have a 'Burning Bunny'."	
538	"Make mine a 'Bar Rag Special'."	
539	"Give me an 'Outhouse Fogger'."	
540	"Never mind."	
541	"How about a 'Drippy Spittoon' with lemon?"	
542	"How about a	
543	'Drippy Spittoon' with lemon?"	
544	"I'd like a 'Flaming Kitten' on the rocks."	
545	"I'd like a	
546	'Flaming Kitten' on the rocks."	
547	"I'll take a 'Priest-On-Pentothal'."	
548	"Make mine a 'Chunky Vomit Puddle' straight up."	
549	"Make mine a 'Chunky Vomit	
550	Puddle' straight up."	
551	"Give me a 'Crunchy Frog' and leave the bones in."	
552	"Give me a 'Crunchy Frog'	
553	and leave the bones in."	
554	"I cound go for a 'Gerbil-In-A-Blender' on ice."	
555	"I could go for a	
556	'Gerbil-In-A-Blender' on ice."	
557	"A 'Forgetful Skydiver' would really hit the spot."	
558	"A 'Forgetful Skydiver' would	
559	really hit the spot."	
560	"I'll have a 'Steaming Turd' please.  Shaken, not stirred	
561	"I'll have a 'Steaming Turd'	
562	please.  Shaken, not stirred."	
563	"Got any Venusian brandy?"	
564	"How about some Andorian squid bile?"	
565	"Got any distilled tribble juice vodka?"	
566	"I'll take some Halicot kidney nectar."	
567	"Nothing, thanks."	
568	"Uh, can I wash dishes for it?"	
569	"Can I put it on this credit chip?"	
570	"Want to trade it for this nifty timer thing?"	
571	"Want to trade it for	
572	this nifty timer thing?"	
573	"Will you take these binoculars?"	
574	"Money?  Ahhh.  I'll see you later."	
575	"Thanks."	
576	"I'd like a shot of whiskey, please."	
577	"How about a glass of your finest grain alcohol - on the rocks.	
578	"Well, maybe I don't feel like a drink now."	
580	"Some People say it's strong -"	
581	"so be carefull."	
582	"That'll be 14.75 credits."	
583	"Here's your chip back."	
584	"Yo! Bartender!"	
585	"How 'bout a drink?"	
586	"Good answer."	
587	"Why don't you have a seat first?"	
588	"I said have a seat!"	
589	"Sorry, but I'll have to hold your chip."	
590	"EEW! There's something slimy on this seat!"	
591	"Ouch!"	
592	"Uh oh."	
593	"Hey, check it out!"	
594	Put in a drop of alien liquor.	
595	Put in a drop of lecithin.	
596	Put in a drop of formaldehyde.	
597	Put in a drop of petrox.	
598	Put in a dash of alien liquor.	
599	Put in a dash of lecithin.	
600	Put in a dash of formaldehyde.	
601	Put in a dash of petrox.	
602	Put in a splash of alien liquor.	
603	Put in a splash of lecithin.	
604	Put in a splash of formaldehyde.	
605	Put in a splash of petrox.	
606	Put in a dollop of alien liquor.	
607	Put in a dollop of lecithin.	
608	Put in a dollop of formaldehyde.	
609	Put in a dollop of petrox.	
610	Never mind.	
611	". . . and a dollop of alien liquor . . ."	
612	". . . and a dollop of formaldehyde . . ."	
613	". . . and a dollop of lecithin . . ."	
614	". . . and a dollop of petrox . . ."	
615	". . . and a dash of alien liquor . . ."	
616	". . . and a dash of formaldehyde . . ."	
617	". . . and a dash of lecithin . . ."	
618	". . . and a dash of petrox . . ."	
619	". . . and a splash of alien liquor . . ."	
620	". . . and a splash of formaldehyde . . ."	
621	". . . and a splash of lecithin . . ."	
622	". . . and a splash of petrox . . ."	
623	". . . and a drop of alien liquor . . ."	
624	". . . and a drop of formaldehyde . . ."	
625	". . . and a drop of lecithin . . ."	
626	". . . and a drop of petrox . . ."	
627	"Let's see what this does."	
629	"Ugh."	
630	"Ugh.  I guess that isn't going to fool it."	
631	"I guess that didn't fool it."	
632	"Going up, please."	
633	"You dirty rat...Get outta here!"	
634	"Yo Herman!"	
635	"Hey you!"	
636	"Hey buddy!"	
637	"Hi there."	
638	"And I did it..."	
639	"Myyyyyyyyyyyyyyyyyy"	
640	"Waaaaaaaaaaaaaaaaay!"	
641	"What can I	
642	do for you?"	
643	"What is it	
644	young man?"	
645	"Leave me alone."	
646	"Don't hurt me."	
647	"Who are you?"	
648	"What are you doing here?"	
649	"Why aren't there any women around here?"	
650	"Can't the women just use that Gender Bender thing?"	
651	"War?  What war are you talking about?"	
652	"I guess the women won.  How did they do it?"	
