0	game	
1	qsave	
2	look	
3	take	
4	push	
5	open	
6	put	
7	talk to	
8	give	
9	pull	
10	close	
11	throw	
12	walk to	
13	activate	
14	admire	
15	adsm	
16	air vent	
17	aloe plant	
18	anemone	
19	anomometer	
20	area around hut	
21	area to south	
22	area to west	
23	aromatic meat	
24	attach	
25	audio tape	
26	auxiliary power	
27	badmitton brat	
28	bag	
29	bamboo tree	
30	bats	
31	bawlemer oriole-hun	
32	bear rug	
33	beastly trophy	
34	big leaves	
35	big pipes	
36	big sky	
37	big stone	
38	binoculars	
39	birdies	
40	blowgun	
41	bomb	
42	bombs	
43	bone	
44	bones	
45	bottle	
46	boulder	
47	boulders	
48	bra	
49	break	
50	breathe air	
51	bulkhead	
52	burger	
53	burn	
54	burnt out warp coil	
55	bush-like formation	
56	bushes	
57	bushy fern	
58	cactus	
59	card	
60	cast	
61	cauldron	
62	cave	
63	cave ceiling	
64	cave entrance	
65	cave exit	
66	cave floor	
67	cave to east	
68	cave wall	
69	ceiling	
70	chair	
71	charge cases	
72	chicken	
73	chicken bomb	
74	clearing to east	
75	clearing to south	
76	cliff face	
77	climb down	
78	climb through	
79	climb up	
80	clock	
81	closet	
82	clothesline	
83	clump of trees	
84	coal	
85	cocoanut	
86	compact case	
87	computer game	
88	control panel	
89	coral	
90	crab	
91	credit chip	
92	cumulous cloud	
93	curious weed patch	
94	curtain	
95	curtains	
96	cut	
97	damage control	
98	damage control panel	
99	dampen	
100	dead fish	
101	dead purple monster	
102	declivitous chasm	
103	deep dark forest	
104	dense forest	
105	detonators	
106	dino mite	
107	disassemble	
108	dive into	
109	door	
110	door key	
111	doorway	
112	drawer	
113	drink	
114	durafail cells	
115	eastern cliff face	
116	eat	
117	eject	
118	empty	
119	engineering controls	
120	engineering section	
121	enter key	
122	escape hatch	
123	estrotoxin	
124	examine	
125	experiment cage	
126	extinguish	
127	face id	
128	fern	
129	field to north	
130	field to south	
131	field to west	
132	fill	
133	fire pit	
134	fishing line	
135	fishing rod	
136	floor	
137	floor of hut	
138	floor tile	
139	fondle	
140	forest to east	
141	front window	
142	fungoids	
143	furnace	
144	fuzzy dice	
145	gaze	
146	gaze at	
147	gaze in	
148	glance at	
149	glove	
150	gnarly shrub	
151	gnaw on	
152	gorge on	
153	grain alchohol	
154	grassland to east	
155	grassland to south	
156	grassy area	
157	grassy area to north	
158	grassy knoll	
159	grind	
160	groovilactic tree	
161	guards arm	
162	hatchway	
163	hook up	
164	horizon	
165	hose down	
166	hotpants	
167	hull	
168	hurl	
169	hut	
170	hut area	
171	hut to east	
172	hut to south	
173	hut to the south	
174	hut to west	
175	huts to north	
176	hydrospanner	
177	hyperdrive jump unit	
178	id card	
179	ignite	
180	inflate	
181	insert	
182	inspect	
183	jungle	
184	jungle to east	
185	jungle to west	
186	key 1	
187	key 2	
188	key 3	
189	key 4	
190	key 5	
191	key 6	
192	key 7	
193	key 8	
194	key 9	
195	keypad	
196	kneeling woman	
197	knife	
198	ladder	
199	large stalagmite	
200	leer at	
201	library computer	
202	lick	
203	life support section	
204	light	
205	load	
206	lock	
207	log	
208	look at	
209	look in	
210	look through	
211	lounge area	
212	love altar	
213	lowlands	
214	machine	
215	magnet	
216	main airlock	
217	manta ray	
218	marshy wetlands	
219	match	
220	medical waste	
221	medicine cabinet	
222	men who came before	
223	mine	
224	mirror	
225	monitor	
226	monkey	
227	monkey liver juice	
228	monster sludge	
229	mountain	
230	mountain range	
231	mountains	
232	mtam	
233	mushrooms	
234	navigation controls	
235	north path	
236	northern exposure	
237	northern sea cliff	
238	obstacle	
239	ocean floor	
240	odd rock formation	
241	oogly-boogly juice	
242	open area to east	
243	open area to north	
244	open area to south	
245	open area to west	
246	open field	
247	outer hull	
248	outside	
249	oven	
250	overhang to east	
251	overhang to west	
252	overhead lamp	
253	pad of paper	
254	padlock key	
255	palm tree	
256	passage way to south	
257	passion puss	
258	peer through	
259	pencil	
260	pendulous crag	
261	penlight	
262	phone cells	
263	phone handset	
264	pile of rocks	
265	pillow	
266	pilot's chair	
267	pipe	
268	piranha	
269	plant	
270	plant stalk	
271	plants	
272	plastic jesus	
273	play	
274	plunger	
275	poison darts	
276	polycement	
277	pool	
278	poster	
279	power status panel	
280	precipice	
281	press	
282	pressure gauge	
283	pry	
284	raging river	
285	ramolyan rugby rats	
286	read	
287	rearview mirror	
288	rebreather	
289	refrigerator	
290	remote	
291	repair list	
292	river	
293	river to west	
294	robo-kitchen	
295	rock	
296	rocks	
297	rocky area	
298	rolling hill	
299	scalpel	
