391	~a series of questions.  If you cooperate,	~一連串的問題。你如果配合，
392	~this will be easy; if not, it will be,	~事情會很輕鬆；如果不配合，
393	~well, more entertaining."	~嘛……那就會更好玩一點。
394	"Welcome back.  Once again, I will ask	歡迎回來。我要再問你一次，
395	~you a series of questions."	~一連串的問題。
396	"Excuse me."	不好意思。
397	"Hi."	嗨。
398	"Ahem."	咳咳。
399	"What?"	什麼？
400	"Hey! Don't touch that!"	嘿！別碰那個！
401	"Where am I?"	我在哪裡？
402	"Examination!?  What examination?"	檢查！？什麼檢查？
403	"Breeding stock?  That doesn't sound so bad."	種畜？聽起來也沒那麼糟嘛。
404	"Why do you need me?"	你們要我幹嘛？
405	"What is a 'Gender Bender', anyway?"	『錯體機』到底是什麼東西？
406	"Where are all the men?"	男人都跑哪去了？
407	"So what's a transmorph?"	那『變體人』又是什麼？
408	"Who are you?"	妳是誰？
409	"Would you mind untying me?"	可以幫我鬆綁嗎？
410	"Do you know anything about a precious vase?"	妳知道那個珍貴花瓶的事嗎？
411	"Can you tell me about these art collections?"	可以跟我說說這些藝術收藏嗎？
412	"Never mind."	算了。
413	"(Cheat Option)."	（作弊選項）。
414	"You are in our medical facility,	你現在人在我們的醫療設施裡，
415	~awaiting examination."	~等著接受檢查。
416	"We need to determine if your genes	我們得先確認，你的基因
417	~are worthy to be mixed with ours.	~夠不夠資格跟我們混種。
418	~If so, you will serve as breeding	~及格的話，你就去當種畜；
419	~stock.  If not, you will serve as	~不及格的話，
420	~fertilizer."	~你就去當肥料。
421	"You would probably enjoy it.  Then	你大概會滿享受的。不過
422	~again, there may be some discomfort	~第六百次到第八百次之間，
423	~between the 600th and 800th times.	~可能會有點不太舒服。
424	~Naturally, the second day is worse."	~當然，第二天更慘。
425	"Because we need to continue our	因為我們得延續種族。
426	~race.  Since there are no men	~既然這裡沒有男人，
427	~around, we must either use the	~我們就只能動用
428	~dreaded Gender Bender or capture	~那台可怕的錯體機，
429	~the occasional stranger, such as	~不然就抓像你這種
430	~yourself."	~偶爾出現的外地人。
431	"It's a machine that changes the	那是一台能把使用者
432	~user's sex.  We disgrace ourselves	~性別轉換的機器。用它
433	~by using it, but it's the only way	~等於是自貶身分，但這是
434	~to continue our race.  Unfortunately,	~延續種族唯一的辦法。
435	~the effect wears off at unpredictable	~只可惜藥效退得毫無
436	~times, so there are some awkward	~規律，所以偶爾會出現
437	~moments."	~一些尷尬的場面。
438	"They all died when we won the Great	他們在我們打贏那場
439	~Gender War.  Thanks to the Gender	~『性別大戰』之後全死光了。
440	~Bender we had no need for their filth.	~多虧了錯體機，我們
441	~Of course the occasional pet such as	~再也不需要他們那些骯髒東西。
442	~yourself can be useful."	~當然，像你這種寵物，偶爾還是有點用處。
443	"'Transmorph' is a villager term for	『變體人』是村民對
444	~a Keeper who has had her gender bent.	~被錯體機轉換過性別的
445	~They don't think much of our machine,	~守護者的稱呼。他們看不起
446	~and blame us for the lack of men, but	~我們的機器，還怪我們害
447	~they serve their purpose."	~男人絕跡，但他們也有他們的用處。
448	"I am Doctor Slache's assistant.  I	我是史萊奇醫師的助手，
449	~provide her with sharp instruments	~負責幫她準備銳利的器械，
450	~and clean up after her 'examinations'.	~還要收拾她『檢查』完的
451	~This is fun.  I don't talk to many	~爛攤子。這工作挺有趣的，
452	~REAL men."	~我很少有機會跟『真男人』說話。
453	"Sorry, I can't do that.  As much as I'd	抱歉，這個我沒辦法。
454	~like to, you're a patient and we must	~雖然我也很想，但你是病人，
455	~have a look at you."	~我們得先幫你檢查完才行。
456	"Vase?  No.  Sorry.  I'm not much into	花瓶？沒有，抱歉，
457	~art.  Too bad for you the men are all	~我對藝術沒什麼研究。
458	~dead.  I heard they used to consider	~可惜男人都死光了，聽說
459	~art collections a status symbol.  The	~他們以前把收藏藝術品
460	~richer ones had huge collections."	~當身分象徵，越有錢收藏越誇張。
461	"Do I look like a history teacher?	我看起來像歷史老師嗎？
462	~I don't know who had what; that was	~誰收藏過什麼我哪知道，
463	~before I was born."	~那是我出生前的事了。
464	"Okay."	好啊。
465	"Uh oh.  I'll bet that's Professor	糟了，我猜又是
466	~Pyro again.  I had better go see	~派羅教授在搞事。我最好
467	~what happened.  You stay here."	~去看看發生什麼事，你留在這裡。
468	"Neat . . ."	不錯……
469	"Not so neat!"	才怪，才不好咧！
470	"Pretty . . ."	真漂亮……
471	"Hi! My names's Rex!"	嗨！我叫雷克斯！
472	"Rex, huh?"	雷克斯？是喔。
473	"What a manly little name."	這名字取得還真有男子氣概。
474	"It's been nice talking to you!"	跟你聊天真是愉快啊！
475	"Come on, I just want to talk."	拜託，我只是想聊聊天而已。
476	"Have a nice day . . ."	祝你有美好的一天……
477	"Understand what I'm sayin'?"	聽得懂我在講什麼嗎，齁？
478	"Bug off, babe!"	閃啦，辣妹！
479	"Why not pull up a stool?"	怎麼不搬張凳子坐？
480	"Thanks for	謝謝你
481	fixing mine, Helga."	幫我修好了，海爾嘉。
482	"You want a mixed	要調酒
483	drink or a bottle?"	還是要一整瓶？
484	"What'll it be?"	想喝點什麼？
485	"What'll ya have?"	要喝啥？
486	"What can I make for you?"	要我幫你調點什麼？
487	"Nope.  Don't know	不行，這款
488	how to mix that."	我不會調。
489	"What?!	蛤？！
490	Try something normal."	點個正常一點的吧。
491	"Never heard of it."	沒聽過這玩意兒。
492	"O.K., what do you want?"	好，你要什麼？
493	"That'll be 75 kelders.	那要收你75凱德幣。
494	Cash or charge?"	付現，還是刷卡？
495	"What do you want now?"	現在又要幹嘛？
496	"Wash dishes?	洗碗？
497	We don't wash dishes here.	我們這裡不洗碗的。
498	Now get lost, you vagrant!"	現在滾遠一點，你這個遊民！
499	"No problem."	沒問題。
500	"What!?  Sorry, but	什麼？！抱歉，
501	we don't barter here."	我們這裡不接受以物易物。
502	"Will you give it up already?	你到底要不要放棄啊？
503	No trinkets.  Cash or charge!"	不收小玩意，付現或刷卡！
504	"O.K., pal.  Whatever."	好啦，隨便你。
505	"No way, pal.  One bottle	不行，一瓶那玩意
506	of that stuff should	應該夠你喝一個禮拜了，
507	last you a week.  Beat it."	走開啦。
508	"I said beat it!"	我說了，走開！
509	"Fine with me."	我沒差。
510	"What a pain."	有夠麻煩的。
511	"I hate these	我最討厭這些
512	screwy machines."	三不五時就秀逗的機器了。
513	"Soon as ya fix' em,	才剛修好，
514	they break again."	馬上又壞給你看。
515	"It may need	可能還得
516	a little more work."	再修一下才行。
517	"I got a whole list	我這邊還有一長串
518	of broken teleporters	故障傳送器的清單，
519	that need to	得先
520	get fixed first."	修完那些才行。
