61123	[title22][sentence]\nThe large vertical support prevents the\noverhead structure from falling on you.\n	[title22][sentence]\n這根粗壯的直立支柱撐著上方結構，\n沒讓它砸到你頭上。\n
50210	[title26][sentence]\nSince this teleporter is built into\nthe wall, you see little through the\nviewport.	[title26][sentence]\n這台傳送器是嵌在牆裡的，\n觀景窗能看到的東西不多。
50211	[title25][sentence]\nThe keypad has twelve keys on it.\nThe numerals zero through nine are\npresent, as well as 'smile' and 'frown'\nkeys.	[title25][sentence]\n這個鍵盤上有十二個按鍵，\n0到9的數字鍵都有，\n另外還有「笑臉」跟「哭臉」鍵。
50212	[title27][sentence]\nThis is entry device is about\nas complicated as a pocket\ncalculator.  Take your time;\nyou'll get it eventually.	[title27][sentence]\n這台輸入裝置，\n複雜程度大概跟\n計算機差不多。\n別急，你遲早會弄懂的。
50213	[title25][sentence]\nIt's a key.  Hint: It's about the same\nsize as the tip of a human finger.	[title25][sentence]\n這是一把鑰匙。提示：\n大小差不多跟\n人類指尖一樣。
50214	[title17][sentence]\nYou are standing inside an\nalien teleportation device.\n	[title17][sentence]\n你正站在一台\n外星傳送裝置裡面。\n
50710	[title27][sentence]\nThis must signify the 'blue light special'\nthe store was running on selected software.	[title27][sentence]\n這想必就是店家幫特選軟體\n打的「破盤特賣」燈號。
50711	[title29][sentence]\nYou have always wanted one of these\nfor your bedroom.  You had better\nfind yourself a new bedroom first.	[title29][sentence]\n你一直很想在房間\n擺一台這個。不過你得先\n弄到一間新房間才行。
50712	[title26][sentence]\nYou are surprised to see that "Polyester\nSuit Peter," is still around.  You dream\nof starring in your own action-packed\ngraphic adventure some day.	[title26][sentence]\n你很意外「聚酯西裝彼得」\n這牌子還沒倒。你夢想有天\n自己也能主演一款\n動作滿載的圖像冒險遊戲。
50713	[title29][sentence]\nThe old software runs on a computer\nplatform that hasn't been available in decades.\nYou had better visit a store that has updated\nits inventory this century.	[title29][sentence]\n這套舊軟體得靠\n幾十年前就絕跡的電腦平台\n才能跑。你最好找一家\n這世紀有更新庫存的店。
50714	[title26][sentence]\nThe back wall of the store is littered with\nlittle flyers and posters.	[title26][sentence]\n店裡的後牆貼滿了\n零零散散的傳單跟海報。
50715	[title30][sentence]\nIt's an advertisement for a game called:\n"Nasty Nick takes on the Bronx."  It\nlooks like an arcade shoot-em-up.	[title30][sentence]\n這是一款遊戲的廣告：\n《下流尼克大戰布朗克斯》，\n看起來像是台街機射擊遊戲。
