600	wide door	寬門
601	sign post	路標
602	fire extinguisher	滅火器
603	trash	垃圾
604	missiles	飛彈
605	tank	坦克
606	two-ton-weight	兩噸重錘
607	one-ton tomato	一噸番茄
608	anvil	鐵砧
609	minuteman iv icbm	民兵四型飛彈
610	chest	寶箱
611	armor	盔甲
612	carton	紙箱
613	powder	粉末
614	raft	木筏
615	whatzit	怪玩意
616	catapult	投石器
617	hand grenade	手榴彈
618	barrels	木桶
619	loading ramp	裝卸坡道
620	blimp	飛船
621	flour	麵粉
622	fly paper	捕蠅紙
623	rug	小地毯
624	carpet	地毯
625	can	罐子
626	rubber duckie	橡皮小鴨
627	golf clubs	高爾夫球桿
628	rat	老鼠
629	barrel	木桶
630	bucket of tar	一桶瀝青
631	sacks	麻袋
632	storage	儲藏室
633	120v, 3 phase, 400hz	120V三相400Hz
634	lab equipment	實驗器材
635	air horn	空氣喇叭
636	jar	玻璃罐
637	severed cable	斷裂電纜
638	probe assembly	探測裝置
639	knife switch	刀閘開關
640	work bench	工作台
641	heater	加熱器
642	toxic waste	有毒廢棄物
643	experiment	實驗
644	drawing board	製圖板
645	"mishap"	意外
646	air purifier	空氣清淨機
647	dummy	假人
648	picture	圖片
649	baggage check	行李托運
650	departure schedule	出發時刻表
651	shade of pale	蒼白色調
652	itinerary	行程表
653	bargain vat	特價桶
654	pencils	鉛筆
655	pad if paper	便條紙
656	deepest depths	最深處
657	rolodex	名片盒
658	mona tisa	蒙娜提莎
659	abstract art	抽象畫作
660	space questing viii	太空任務8
661	theatrical art	戲劇畫作
662	metal pole	金屬柱
663	exit	出口
664	swirling light	旋轉光影
665	register	登記機
666	peachy buns	蜜桃圓包
667	our town	我們的小鎮
668	embroidered art	刺繡畫作
669	george bush-alike	神似總統像
670	counter	櫃台
671	sensor	感測器
672	software information	軟體資訊
673	walk behind	走到後方
674	bargains	特價品
675	scan light	掃描燈
676	old software stand	舊軟體攤位
677	software shelf	軟體架
678	hottest software	熱門軟體
679	great paintball art	潑彩畫作
680	scenic vista	風景勝地
681	laser	雷射
682	laser jet	雷射印表機
683	lever	拉桿
684	bullseye	靶心
685	stand	攤位
686	control station	控制站
687	strange monster	詭異怪物
688	ghastly beast	駭人野獸
689	gawk at	瞪視
690	corridor to south	南邊迴廊
691	corridor to north	北邊迴廊
692	walk onto	走上
693	rock wall	岩壁
694	woman	女子
695	women	眾女子
696	corridor to east	東邊迴廊
697	corridor to west	西邊迴廊
698	ammunition	彈藥
699	armored vehicle	裝甲車
700	tomato	番茄
701	missile	飛彈
702	suit of armor	全套盔甲
703	powder container	粉末容器
704	inflatable raft	充氣木筏
705	grenade	手雷
706	fence	圍籬
707	wooden statue	木雕像
708	conveyer belt	輸送帶
709	controls	控制裝置
710	equipment	設備
711	shelf	置物架
712	cabinets	櫃子
713	control console	控制台
714	faucet	水龍頭
715	panel box	配電箱
716	statue	雕像
717	gauge	儀表
718	circuit panel	電路面板
719	catwalk	檢修走道
720	circuits	電路
721	blood stain	血跡
722	grate	格柵
723	air shaft	通風井
724	return to	返回
725	formaldehyde	甲醛
726	petrox	佩卓氧
727	sodium benzoate	苯甲酸鈉
728	gurney	輪床
729	ironing board	燙衣板
730	left monitor	左監視器
731	right monitor	右監視器
732	red button	紅色按鈕
733	green button	綠色按鈕
734	right one key	右壹鍵
735	right 1 key	右1鍵
736	right 2 key	右2鍵
737	right 3 key	右3鍵
738	right 4 key	右4鍵
739	right 5 key	右5鍵
740	right 6 key	右6鍵
741	right 7 key	右7鍵
742	right 8 key	右8鍵
743	left 1 key	左1鍵
744	left 2 key	左2鍵
745	left 3 key	左3鍵
746	left 4 key	左4鍵
747	corridor wall	迴廊牆壁
748	mug	馬克杯
749	doughnut	甜甜圈
750	security station	保全站
751	newspaper	報紙
752	magazine	雜誌
753	clipboard	板夾
754	paper football	紙足球
755	your stuff	你的東西
756	other stuff	其他東西
757	lamp	檯燈
758	climb into	爬進
759	light bulb	燈泡
760	step into	踏入
761	room	房間
762	crawl to	爬到
763	fourth cell	第四牢房
764	third cell	第三牢房
765	second cell	第二牢房
766	first cell	第一牢房
767	equipment room	器材室
768	crawl down	匍匐爬下
769	descending shaft	下降井道
770	sauropod	蜥腳龍
771	monster	怪物
772	fake id	偽造證件
773	alien liquor	外星烈酒
774	intern	實習生
775	instrument table	器械台
776	woman on balcony	陽台女子
777	woman in chair	椅上女子
778	sit on	坐在
779	woman in alcove	壁龕女子
780	kettle	水壺
781	bartender	酒保
782	whiskey	威士忌
783	alcohol	酒精
784	rim	邊緣
785	walk along	沿著走
786	submerged city	沉沒城市
787	governor's house	總督府
788	rim towards east	東側邊緣
789	cement pylon	水泥柱
790	elevator	電梯
791	elevator shaft	電梯井
792	conveyor belt	輸送帶
793	cannon balls	砲彈
794	electrical overhang	電力遮篷
795	gutter pipe	排水管
796	sidewalk	人行道
797	street	街道
798	barricade	路障
799	door control slot	門控插槽
800	street to east	東邊街道
801	sidewalk to east	東邊人行道
802	building	建築物
803	car	汽車
804	get inside	上車
805	marquee	門廊招牌
806	building entrance	建築入口
807	guard station	守衛站
808	technical equipment	技術設備
809	guard turret	守衛塔
810	pillar	柱子
811	papers	文件
812	file cabinet	檔案櫃
813	windows	窗戶
814	walk	走路
815	storage box	儲物箱
816	water cooler	飲水機
817	box	箱子
818	rifles	步槍
819	slingshot	彈弓
820	mausoleum	陵墓
821	software store	軟體商店
822	concrete building	水泥建築
823	humongous monitor	巨大監視器
824	space bike	太空機車
825	billboard	廣告看板
826	lack of nookie motel	無歡旅館
827	bidet's xcreetza hut	畢黛排洩小屋
828	buildings	建築群
829	skyscraper	摩天大樓
830	software logo	軟體標誌
831	giant telescope	巨型望遠鏡
832	handle	把手
833	hole	洞
834	laser beam	雷射光束
835	pedestal	基座
836	boat	小船
837	giant monument	巨型紀念碑
838	rope	繩子
839	sand bar restaurant	沙洲餐廳
840	porthole	舷窗
841	ticket booth	售票亭
842	polly's entrance	波莉入口
843	restaurant entrance	餐廳入口
844	the pleasure dome	歡樂穹頂
845	starfish	海星
846	flipper	蛙鞋
847	sand dollar	沙錢
848	shell	貝殼
849	guest list	賓客名單
850	weird animal head	怪異獸首
851	ship's wheel	船舵
852	handicap sign	殘障標誌
853	elevator controls	電梯控制台
854	brick wall	磚牆
855	bike rack	單車架
856	o'donald's sign	歐當勞招牌
857	elevator entrance	電梯入口
858	special sale sign	特賣招牌
859	attorneys at law	律師事務所
860	sledge mall	斯萊奇商城
861	skeleton	骷髏骨架
862	strange equipment	奇怪設備
863	street to west	西邊街道
864	sidewalk to west	西邊人行道
865	teleporter entrance	傳送器入口
866	software door	軟體店門
867	spinach patch doll	菠菜園娃娃
868	reflect	反射
869	register drawer	收銀機抽屜
870	elevator door	電梯門
871	hydraulic support	液壓支架
872	equipment overhead	頭頂設備
873	get into	進入
874	warning label	警告標籤
875	nuclear slingshot	核子彈弓
