900	soda cans	汽水罐
901	windshield	擋風玻璃
902	dashboard	儀表板
903	interior of car	車內
904	view right button	右視按鈕
905	black button	黑色按鈕
906	white button	白色按鈕
907	inside of car	車廂內
908	rim towards west	西側火山口
909	cement block	水泥塊
910	city	城市
911	speaker	揚聲器
912	eye chart	視力表
913	launch pad	發射台
914	building to west	西側建築
915	pad to east	東側平台
916	pad to west	西側平台
917	tower	塔
918	look out	眺望
919	service panel	維修面板
920	crack	裂縫
921	throttle	節流閥
922	grab	抓住
923	instrumentation	儀表
924	tp	傳送
925	seat	座位
926	status panel	狀態面板
927	ship's controls	太空船操控
928	professor	教授
929	professor's gurney	教授的推床
930	welcome mat	門口踏墊
931	melon mush	瓜泥
932	badminton brat	羽球屁孩
933	apply	塗抹
934	combination	密碼
935	note	紙條
936	lecithin	卵磷脂
937	repair woman	女技工
938	explosives	炸藥
939	dollop	一大坨
940	drop	滴
941	dash	少許
942	splash	一潑
943	dock to south	南側碼頭
944	steer towards	駛向
945	building to north	北側建築
946	volcano rim	火山口
947	open water to south	南側外海
948	projector	放映機
949	guard's arm	守衛手臂
950	nibble on	輕咬
951	enter	進入
953	timer button 1	計時鈕一
954	remote button 1	遙控鈕一
955	start button 2	啟動鈕二
956	remote button 2	遙控鈕二
957	timer button 2	計時鈕二
958	start button 1	啟動鈕一
959	antigrav controls	反重力操控
960	bruce's tree	布魯斯的樹
961	coliseum	競技場
962	bruce's garden room	布魯斯花園
963	fountain	噴泉
964	house of bruce	布魯斯公館
965	city backdrop	城市背景
966	bruce's balcony	布魯斯陽台
967	bruce's entrance	布魯斯入口
968	bruce's logo	布魯斯商標
969	lounge chair	躺椅
970	living room floor	客廳地板
971	livingroom floor	客廳地面
972	perfume bottle	香水瓶
973	cool neon light	酷炫霓虹燈
974	flower pot	花盆
975	coffee table	咖啡桌
976	flowers	花朵
977	art deco chair	裝飾藝術椅
978	safe	保險箱
979	splashy decor	浮誇裝潢
980	theatrical faces	戲劇面孔
981	art deco piece	裝飾藝術品
982	end of room	房間盡頭
983	fireplace	壁爐
984	artwork	藝術品
985	cool neon lights	酷炫霓虹燈飾
986	glass plated window	玻璃窗
987	bedroom floor	臥室地板
988	bauble	小飾品
989	snapshot	快照
990	perfume	香水
991	clapboard	場記板
992	beret	貝雷帽
993	horse whip	馬鞭
994	corner table	牆角桌
995	boa	羽毛圍巾
996	wig stand	假髮架
997	partition	隔板
998	megaphone	擴音器
999	slip	襯裙
1000	sconce	壁燈
1001	vanity	化妝台
1002	bedboard	床頭板
1003	love seat	雙人沙發
1004	souvenir tickets	紀念門票
1005	review	影評
1006	bruce at the gala	布魯斯派對照
1007	art deco rug	裝飾藝術地毯
1008	livingroom	客廳
1009	sculpture	雕塑
1010	specimen epithet	標本學名
1011	vent	通風口
1012	flower box	花箱
1013	ledge	窄台
1014	bolt	螺栓
1015	observation window	觀察窗
1016	air hose	輸氣管
1017	auto shop	修車廠
1018	manhole	人孔蓋
1019	auto shop entrance	修車廠入口
1020	broken window	破窗
1021	womanhole	女孔蓋
1022	garage door	車庫門
1023	scratch pad	便條紙
1024	gas prices	油價看板
1025	up button	上升鈕
1026	down button	下降鈕
1027	spare parts list	備料清單
1028	skylight	天窗
1029	tool box	工具箱
1030	car lift	舉車機
1031	car seat	汽車座椅
1032	garage floor	車庫地板
1033	garage door controls	車庫門控制器
1034	amish hat	阿米希帽
1035	jack	千斤頂
1036	coils	線圈
1037	oil can	機油罐
1038	fan belts	風扇皮帶
1039	rear of garage	車庫後方
1040	front of garage	車庫前方
1041	muffler	消音器
1042	spare part	備用零件
1043	hubcap	輪轂蓋
1044	candle	蠟燭
1045	rates	費率表
1046	grease can	黃油罐
1047	calendar	月曆
1048	fork lift	堆高機
1049	trash can	垃圾桶
1050	shaker chair	夏克椅
1051	quarter panel	車身側板
1052	area behind car	車後區域
1053	danger zone	危險區
1054	newsstand	報攤
1055	lady godiva monument	戈黛娃夫人像
1056	spot a pot	流動廁所
1057	guard rail	護欄
1058	alley	巷弄
1059	ditch	溝渠
1060	video store door	錄影帶店門
1061	buckluster marquee	晦暗影業招牌
1062	video store	錄影帶店
1063	hormone billboard	荷爾蒙看板
1064	phone antenna	電話天線
1065	return slot	歸還口
1066	noose	絞索
1067	comedy videos	喜劇錄影帶
1068	smelly sneaker	臭運動鞋
1069	pippy's stocking	皮皮的長襪
1070	phone cradle	電話座
1071	drama videos	劇情錄影帶
1072	spotlight	聚光燈
1073	storeroom floor	儲藏室地板
1074	all sales final	售出概不退換
1075	machoprose tee shirt	猛男T恤
1076	unknown comic hands	不明手印
1077	wet cement	濕水泥
1078	pippy's tiny imprint	皮皮的小手印
1079	obnoxious dog paws	討厭狗爪印
1080	leg and a leg jeans	昂貴牛仔褲
1081	video store exit	錄影帶店出口
1082	aisle	走道
1083	video monitor	電視螢幕
1084	polly pig's imprint	波麗豬手印
1085	john wynn's imprint	約翰維恩手印
1086	mr ned's imprint	奈德先生手印
1087	peg-leg pete imprint	獨腿彼特手印
1088	marx bros poster	馬克斯兄弟海報
1089	pippy billboard	皮皮看板
1090	videos noone wants	滯銷錄影帶
1091	more classic videos	更多經典錄影帶
1092	join our price club	加入優惠俱樂部
1093	educational videos	教育錄影帶
1094	deep discount titles	超值特價片
1095	world champs poster	世界冠軍海報
1096	workout videos	健身錄影帶
